Helvetia Privatkundenversicherung,256.70,3,1970,8303,2022-04-07,5.1,63000,15.30,2000, versichert,Hausrat: 147.90,15.30,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:200,Glasdeckung:Ja
Simpego Home L,267.25,4,1970,8303,2022-04-07,n.v.,63000,15.85,2000, versichert,Hausrat: 138.35,15.85,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:200,Glasdeckung:Ja
smile.direct premium,268.40,5,1970,8303,2022-04-07,5,63000,12.80,2000, versichert,Hausrat: 125.10,12.80,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:200,Glasdeckung:Ja
AXA SMALL,272.20,6,1970,8303,2022-04-07,5,63000,13.00,2000, versichert,Hausrat: 151.90,13.00,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:200,Glasdeckung:Ja
Basler Versicherung M,282.50,7,1970,8303,2022-04-07,5,63000,16.50,2000, versichert,Hausrat: versichert,16.50,no promo discount,5 Mio.,200,Privathaftpflicht: versichert,selceted SB:200,Glasdeckung:Ja
Generali Optima,286.10,8,1970,8303,2022-04-07,4.9,63000,13.60,2000, versichert,Hausrat: 153.20,13.60,no promo discount,5 Mio.,200,Privathaftpflicht: 119.30,selceted SB:200,Glasdeckung:Ja
Die Mobiliar Minima,286.70,9,1970,8303,2022-04-07,5.4,63000,13.65,2000, versichert,Hausrat: versichert,13.65,no promo discount,5 Mio.,400,Privathaftpflicht: versichert,selceted SB:200,Glasdeckung:Ja
AXA SMALL Plus,298.20,10,1970,8303,2022-04-07,5,63000,14.20,2000, versichert,Hausrat: 151.90,14.20,no promo discount,5 Mio.,200,Privathaftpflicht: 132.10,selceted SB:200,Glasdeckung:Ja
Migros Versicherungen Premium inkl. Cumulus,315.10,11,1970,8303,2022-04-07,n.v.,63000,15.10,2000, versichert,Hausrat: 163.00,15.10,no promo discount,10 Mio.,200,Privathaftpflicht: 137.00,selceted SB:200,Glasdeckung:Ja
Simpego Home M,227.95,1,1970,8303,2022-04-07,n.v.,63000,13.85,2000, versichert,Hausrat: 113.25,13.85,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:300,Glasdeckung:Ja
smile.direct clever,245.80,2,1970,8303,2022-04-07,5,63000,11.80,2000, versichert,Hausrat: 118.20,11.80,no promo discount,5 Mio.,500,Privathaftpflicht: 115.80,selceted SB:300,Glasdeckung:Ja
Helvetia Privatkundenversicherung,254.40,3,1970,8303,2022-04-07,5.1,63000,15.20,2000, versichert,Hausrat: 145.70,15.20,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:300,Glasdeckung:Ja
AXA SMALL,259.90,4,1970,8303,2022-04-07,5,63000,12.40,2000, versichert,Hausrat: 140.20,12.40,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:300,Glasdeckung:Ja
ELVIA standard,261.50,5,1970,8303,2022-04-07,4.7,63000,28.70,2000, versichert,Hausrat: 119.90,28.70,no promo discount,5 Mio.,300,Privathaftpflicht: 112.90,selceted SB:300,Glasdeckung:Ja
Simpego Home L,265.15,6,1970,8303,2022-04-07,n.v.,63000,15.75,2000, versichert,Hausrat: 136.35,15.75,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:300,Glasdeckung:Ja
smile.direct premium,268.40,7,1970,8303,2022-04-07,5,63000,12.80,2000, versichert,Hausrat: 125.10,12.80,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:300,Glasdeckung:Ja
Basler Versicherung M,282.50,8,1970,8303,2022-04-07,5,63000,16.50,2000, versichert,Hausrat: versichert,16.50,no promo discount,5 Mio.,200,Privathaftpflicht: versichert,selceted SB:300,Glasdeckung:Ja
Generali Optima,286.10,9,1970,8303,2022-04-07,4.9,63000,13.60,2000, versichert,Hausrat: 153.20,13.60,no promo discount,5 Mio.,200,Privathaftpflicht: 119.30,selceted SB:300,Glasdeckung:Ja
Die Mobiliar Minima,286.70,10,1970,8303,2022-04-07,5.4,63000,13.65,2000, versichert,Hausrat: versichert,13.65,no promo discount,5 Mio.,400,Privathaftpflicht: versichert,selceted SB:300,Glasdeckung:Ja
AXA SMALL Plus,298.20,11,1970,8303,2022-04-07,5,63000,14.20,2000, versichert,Hausrat: 151.90,14.20,no promo discount,5 Mio.,200,Privathaftpflicht: 132.10,selceted SB:300,Glasdeckung:Ja
Simpego Home M,226.20,1,1970,8303,2022-04-07,n.v.,63000,13.75,2000, versichert,Hausrat: 111.60,13.75,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:400,Glasdeckung:Ja
ELVIA small,234.60,2,1970,8303,2022-04-07,4.7,63000,27.60,2000, versichert,Hausrat: 109.60,27.60,no promo discount,5 Mio.,500,Privathaftpflicht: 97.40,selceted SB:400,Glasdeckung:Ja
smile.direct clever,245.80,3,1970,8303,2022-04-07,5,63000,11.80,2000, versichert,Hausrat: 118.20,11.80,no promo discount,5 Mio.,500,Privathaftpflicht: 115.80,selceted SB:400,Glasdeckung:Ja
AXA SMALL,247.80,4,1970,8303,2022-04-07,5,63000,11.80,2000, versichert,Hausrat: 128.70,11.80,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:400,Glasdeckung:Ja
Helvetia Privatkundenversicherung,251.80,5,1970,8303,2022-04-07,5.1,63000,15.00,2000, versichert,Hausrat: 143.30,15.00,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:400,Glasdeckung:Ja
ELVIA standard,261.50,6,1970,8303,2022-04-07,4.7,63000,28.70,2000, versichert,Hausrat: 119.90,28.70,no promo discount,5 Mio.,300,Privathaftpflicht: 112.90,selceted SB:400,Glasdeckung:Ja
Simpego Home L,263.40,7,1970,8303,2022-04-07,n.v.,63000,15.65,2000, versichert,Hausrat: 134.70,15.65,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:400,Glasdeckung:Ja
smile.direct premium,268.40,8,1970,8303,2022-04-07,5,63000,12.80,2000, versichert,Hausrat: 125.10,12.80,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:400,Glasdeckung:Ja
Die Mobiliar Minima,277.31,9,1970,8303,2022-04-07,5.4,63000,13.21,2000, versichert,Hausrat: versichert,13.21,no promo discount,5 Mio.,400,Privathaftpflicht: versichert,selceted SB:400,Glasdeckung:Ja
Basler Versicherung M,282.50,10,1970,8303,2022-04-07,5,63000,16.50,2000, versichert,Hausrat: versichert,16.50,no promo discount,5 Mio.,200,Privathaftpflicht: versichert,selceted SB:400,Glasdeckung:Ja
Generali Optima,286.10,11,1970,8303,2022-04-07,4.9,63000,13.60,2000, versichert,Hausrat: 153.20,13.60,no promo discount,5 Mio.,200,Privathaftpflicht: 119.30,selceted SB:400,Glasdeckung:Ja
Simpego Home M,224.70,1,1970,8303,2022-04-07,n.v.,63000,13.65,2000, versichert,Hausrat: 110.20,13.65,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:500,Glasdeckung:Ja
ELVIA small,234.60,2,1970,8303,2022-04-07,4.7,63000,27.60,2000, versichert,Hausrat: 109.60,27.60,no promo discount,5 Mio.,500,Privathaftpflicht: 97.40,selceted SB:500,Glasdeckung:Ja
AXA SMALL,235.80,3,1970,8303,2022-04-07,5,63000,11.30,2000, versichert,Hausrat: 117.20,11.30,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:500,Glasdeckung:Ja
smile.direct clever,243.20,4,1970,8303,2022-04-07,5,63000,11.60,2000, versichert,Hausrat: 115.80,11.60,no promo discount,5 Mio.,500,Privathaftpflicht: 115.80,selceted SB:500,Glasdeckung:Ja
Helvetia Privatkundenversicherung,250.30,5,1970,8303,2022-04-07,5.1,63000,15.00,2000, versichert,Hausrat: 141.80,15.00,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:500,Glasdeckung:Ja
smile.direct premium,261.20,6,1970,8303,2022-04-07,5,63000,12.50,2000, versichert,Hausrat: 118.20,12.50,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:500,Glasdeckung:Ja
ELVIA standard,261.50,7,1970,8303,2022-04-07,4.7,63000,28.70,2000, versichert,Hausrat: 119.90,28.70,no promo discount,5 Mio.,300,Privathaftpflicht: 112.90,selceted SB:500,Glasdeckung:Ja
Simpego Home L,261.90,8,1970,8303,2022-04-07,n.v.,63000,15.55,2000, versichert,Hausrat: 133.30,15.55,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:500,Glasdeckung:Ja
Generali Minima,266.20,9,1970,8303,2022-04-07,4.9,63000,12.60,2000, versichert,Hausrat: 143.00,12.60,no promo discount,5 Mio.,500,Privathaftpflicht: 110.60,selceted SB:500,Glasdeckung:Ja
Die Mobiliar Minima,277.31,10,1970,8303,2022-04-07,5.4,63000,13.21,2000, versichert,Hausrat: versichert,13.21,no promo discount,5 Mio.,400,Privathaftpflicht: versichert,selceted SB:500,Glasdeckung:Ja
Migros Versicherungen Premium inkl. Cumulus,279.10,11,1970,8303,2022-04-07,n.v.,63000,13.20,2000, versichert,Hausrat: 147.60,13.20,no promo discount,10 Mio.,500,Privathaftpflicht: 118.30,selceted SB:500,Glasdeckung:Ja
Simpego Home M,224.70,1,1970,8303,2022-04-07,n.v.,63000,13.65,2000, versichert,Hausrat: 110.20,13.65,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
ELVIA small,234.60,2,1970,8303,2022-04-07,4.7,63000,27.60,2000, versichert,Hausrat: 109.60,27.60,no promo discount,5 Mio.,500,Privathaftpflicht: 97.40,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
AXA SMALL,235.80,3,1970,8303,2022-04-07,5,63000,11.30,2000, versichert,Hausrat: 117.20,11.30,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
smile.direct clever,243.20,4,1970,8303,2022-04-07,5,63000,11.60,2000, versichert,Hausrat: 115.80,11.60,no promo discount,5 Mio.,500,Privathaftpflicht: 115.80,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
Helvetia Privatkundenversicherung,251.80,5,1970,8303,2022-04-07,5.1,63000,15.00,2000, versichert,Hausrat: 143.30,15.00,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
ELVIA standard,261.50,6,1970,8303,2022-04-07,4.7,63000,28.70,2000, versichert,Hausrat: 119.90,28.70,no promo discount,5 Mio.,300,Privathaftpflicht: 112.90,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
Generali Minima,266.20,7,1970,8303,2022-04-07,4.9,63000,12.60,2000, versichert,Hausrat: 143.00,12.60,no promo discount,5 Mio.,500,Privathaftpflicht: 110.60,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
Simpego Home L,267.25,8,1970,8303,2022-04-07,n.v.,63000,15.85,2000, versichert,Hausrat: 138.35,15.85,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
smile.direct premium,268.40,9,1970,8303,2022-04-07,5,63000,12.80,2000, versichert,Hausrat: 125.10,12.80,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
Die Mobiliar Minima,277.31,10,1970,8303,2022-04-07,5.4,63000,13.21,2000, versichert,Hausrat: versichert,13.21,no promo discount,5 Mio.,400,Privathaftpflicht: versichert,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
Migros Versicherungen Premium inkl. Cumulus,279.10,11,1970,8303,2022-04-07,n.v.,63000,13.20,2000, versichert,Hausrat: 147.60,13.20,no promo discount,10 Mio.,500,Privathaftpflicht: 118.30,selceted SB:Alle Selbstbehalte,Glasdeckung:Nein
Simpego Home M,249.25,1,1970,8303,2022-04-07,n.v.,63000,14.85,2000, versichert,Hausrat: 133.55,14.85,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:0,Glasdeckung:Nein
Simpego Home L,286.45,2,1970,8303,2022-04-07,n.v.,63000,16.75,2000, versichert,Hausrat: 156.65,16.75,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:0,Glasdeckung:Nein
Simpego Home XL,361.95,3,1970,8303,2022-04-07,n.v.,63000,20.40,2000, versichert,Hausrat: 159.80,20.40,no promo discount,5 Mio.,0,Privathaftpflicht: 181.75,selceted SB:0,Glasdeckung:Nein
Basler Versicherung S,211.50,4,1970,8303,2022-04-07,5,63000,13.10,1000, versichert,Hausrat: versichert,13.10,no promo discount,5 Mio.,500,Privathaftpflicht: versichert,selceted SB:0,Glasdeckung:Nein
ELVIA small,234.60,5,1970,8303,2022-04-07,4.7,63000,27.60,2000, versichert,Hausrat: 109.60,27.60,no promo discount,5 Mio.,500,Privathaftpflicht: 97.40,selceted SB:0,Glasdeckung:Nein
smile.direct clever,253.00,6,1970,8303,2022-04-07,5,63000,12.10,2000, versichert,Hausrat: 125.10,12.10,no promo discount,5 Mio.,500,Privathaftpflicht: 115.80,selceted SB:0,Glasdeckung:Nein
Helvetia Privatkundenversicherung,260.90,7,1970,8303,2022-04-07,5.1,63000,15.50,2000, versichert,Hausrat: 151.90,15.50,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:0,Glasdeckung:Nein
ELVIA standard,261.50,8,1970,8303,2022-04-07,4.7,63000,28.70,2000, versichert,Hausrat: 119.90,28.70,no promo discount,5 Mio.,300,Privathaftpflicht: 112.90,selceted SB:0,Glasdeckung:Nein
Generali Minima,266.20,9,1970,8303,2022-04-07,4.9,63000,12.60,2000, versichert,Hausrat: 143.00,12.60,no promo discount,5 Mio.,500,Privathaftpflicht: 110.60,selceted SB:0,Glasdeckung:Nein
smile.direct premium,268.40,10,1970,8303,2022-04-07,5,63000,12.80,2000, versichert,Hausrat: 125.10,12.80,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:0,Glasdeckung:Nein
AXA SMALL,272.20,11,1970,8303,2022-04-07,5,63000,13.00,2000, versichert,Hausrat: 151.90,13.00,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:0,Glasdeckung:Nein
Simpego Home M,230.05,1,1970,8303,2022-04-07,n.v.,63000,13.95,2000, versichert,Hausrat: 115.25,13.95,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:200,Glasdeckung:Nein
smile.direct clever,245.80,2,1970,8303,2022-04-07,5,63000,11.80,2000, versichert,Hausrat: 118.20,11.80,no promo discount,5 Mio.,500,Privathaftpflicht: 115.80,selceted SB:200,Glasdeckung:Nein
Helvetia Privatkundenversicherung,256.70,3,1970,8303,2022-04-07,5.1,63000,15.30,2000, versichert,Hausrat: 147.90,15.30,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:200,Glasdeckung:Nein
Simpego Home L,267.25,4,1970,8303,2022-04-07,n.v.,63000,15.85,2000, versichert,Hausrat: 138.35,15.85,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:200,Glasdeckung:Nein
smile.direct premium,268.40,5,1970,8303,2022-04-07,5,63000,12.80,2000, versichert,Hausrat: 125.10,12.80,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:200,Glasdeckung:Nein
AXA SMALL,272.20,6,1970,8303,2022-04-07,5,63000,13.00,2000, versichert,Hausrat: 151.90,13.00,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:200,Glasdeckung:Nein
Basler Versicherung M,282.50,7,1970,8303,2022-04-07,5,63000,16.50,2000, versichert,Hausrat: versichert,16.50,no promo discount,5 Mio.,200,Privathaftpflicht: versichert,selceted SB:200,Glasdeckung:Nein
Generali Optima,286.10,8,1970,8303,2022-04-07,4.9,63000,13.60,2000, versichert,Hausrat: 153.20,13.60,no promo discount,5 Mio.,200,Privathaftpflicht: 119.30,selceted SB:200,Glasdeckung:Nein
Die Mobiliar Minima,286.70,9,1970,8303,2022-04-07,5.4,63000,13.65,2000, versichert,Hausrat: versichert,13.65,no promo discount,5 Mio.,400,Privathaftpflicht: versichert,selceted SB:200,Glasdeckung:Nein
AXA SMALL Plus,298.20,10,1970,8303,2022-04-07,5,63000,14.20,2000, versichert,Hausrat: 151.90,14.20,no promo discount,5 Mio.,200,Privathaftpflicht: 132.10,selceted SB:200,Glasdeckung:Nein
Migros Versicherungen Premium inkl. Cumulus,315.10,11,1970,8303,2022-04-07,n.v.,63000,15.10,2000, versichert,Hausrat: 163.00,15.10,no promo discount,10 Mio.,200,Privathaftpflicht: 137.00,selceted SB:200,Glasdeckung:Nein
Simpego Home M,227.95,1,1970,8303,2022-04-07,n.v.,63000,13.85,2000, versichert,Hausrat: 113.25,13.85,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:300,Glasdeckung:Nein
smile.direct clever,245.80,2,1970,8303,2022-04-07,5,63000,11.80,2000, versichert,Hausrat: 118.20,11.80,no promo discount,5 Mio.,500,Privathaftpflicht: 115.80,selceted SB:300,Glasdeckung:Nein
Helvetia Privatkundenversicherung,254.40,3,1970,8303,2022-04-07,5.1,63000,15.20,2000, versichert,Hausrat: 145.70,15.20,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:300,Glasdeckung:Nein
AXA SMALL,259.90,4,1970,8303,2022-04-07,5,63000,12.40,2000, versichert,Hausrat: 140.20,12.40,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:300,Glasdeckung:Nein
ELVIA standard,261.50,5,1970,8303,2022-04-07,4.7,63000,28.70,2000, versichert,Hausrat: 119.90,28.70,no promo discount,5 Mio.,300,Privathaftpflicht: 112.90,selceted SB:300,Glasdeckung:Nein
Simpego Home L,265.15,6,1970,8303,2022-04-07,n.v.,63000,15.75,2000, versichert,Hausrat: 136.35,15.75,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:300,Glasdeckung:Nein
smile.direct premium,268.40,7,1970,8303,2022-04-07,5,63000,12.80,2000, versichert,Hausrat: 125.10,12.80,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:300,Glasdeckung:Nein
Basler Versicherung M,282.50,8,1970,8303,2022-04-07,5,63000,16.50,2000, versichert,Hausrat: versichert,16.50,no promo discount,5 Mio.,200,Privathaftpflicht: versichert,selceted SB:300,Glasdeckung:Nein
Generali Optima,286.10,9,1970,8303,2022-04-07,4.9,63000,13.60,2000, versichert,Hausrat: 153.20,13.60,no promo discount,5 Mio.,200,Privathaftpflicht: 119.30,selceted SB:300,Glasdeckung:Nein
Die Mobiliar Minima,286.70,10,1970,8303,2022-04-07,5.4,63000,13.65,2000, versichert,Hausrat: versichert,13.65,no promo discount,5 Mio.,400,Privathaftpflicht: versichert,selceted SB:300,Glasdeckung:Nein
AXA SMALL Plus,298.20,11,1970,8303,2022-04-07,5,63000,14.20,2000, versichert,Hausrat: 151.90,14.20,no promo discount,5 Mio.,200,Privathaftpflicht: 132.10,selceted SB:300,Glasdeckung:Nein
Simpego Home M,226.20,1,1970,8303,2022-04-07,n.v.,63000,13.75,2000, versichert,Hausrat: 111.60,13.75,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:400,Glasdeckung:Nein
ELVIA small,234.60,2,1970,8303,2022-04-07,4.7,63000,27.60,2000, versichert,Hausrat: 109.60,27.60,no promo discount,5 Mio.,500,Privathaftpflicht: 97.40,selceted SB:400,Glasdeckung:Nein
smile.direct clever,245.80,3,1970,8303,2022-04-07,5,63000,11.80,2000, versichert,Hausrat: 118.20,11.80,no promo discount,5 Mio.,500,Privathaftpflicht: 115.80,selceted SB:400,Glasdeckung:Nein
AXA SMALL,247.80,4,1970,8303,2022-04-07,5,63000,11.80,2000, versichert,Hausrat: 128.70,11.80,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:400,Glasdeckung:Nein
Helvetia Privatkundenversicherung,251.80,5,1970,8303,2022-04-07,5.1,63000,15.00,2000, versichert,Hausrat: 143.30,15.00,no promo discount,5 Mio.,400,Privathaftpflicht: 93.50,selceted SB:400,Glasdeckung:Nein
ELVIA standard,261.50,6,1970,8303,2022-04-07,4.7,63000,28.70,2000, versichert,Hausrat: 119.90,28.70,no promo discount,5 Mio.,300,Privathaftpflicht: 112.90,selceted SB:400,Glasdeckung:Nein
Simpego Home L,263.40,7,1970,8303,2022-04-07,n.v.,63000,15.65,2000, versichert,Hausrat: 134.70,15.65,no promo discount,5 Mio.,200,Privathaftpflicht: 113.05,selceted SB:400,Glasdeckung:Nein
smile.direct premium,268.40,8,1970,8303,2022-04-07,5,63000,12.80,2000, versichert,Hausrat: 125.10,12.80,no promo discount,10 Mio.,200,Privathaftpflicht: 130.50,selceted SB:400,Glasdeckung:Nein
Die Mobiliar Minima,277.31,9,1970,8303,2022-04-07,5.4,63000,13.21,2000, versichert,Hausrat: versichert,13.21,no promo discount,5 Mio.,400,Privathaftpflicht: versichert,selceted SB:400,Glasdeckung:Nein
Generali Optima,286.10,10,1970,8303,2022-04-07,4.9,63000,13.60,2000, versichert,Hausrat: 153.20,13.60,no promo discount,5 Mio.,200,Privathaftpflicht: 119.30,selceted SB:400,Glasdeckung:Nein
AXA SMALL Plus,298.20,11,1970,8303,2022-04-07,5,63000,14.20,2000, versichert,Hausrat: 151.90,14.20,no promo discount,5 Mio.,200,Privathaftpflicht: 132.10,selceted SB:400,Glasdeckung:Nein
Simpego Home M,224.70,1,1970,8303,2022-04-07,n.v.,63000,13.65,2000, versichert,Hausrat: 110.20,13.65,no promo discount,5 Mio.,500,Privathaftpflicht: 100.85,selceted SB:500,Glasdeckung:Nein
ELVIA small,234.60,2,1970,8303,2022-04-07,4.7,63000,27.60,2000, versichert,Hausrat: 109.60,27.60,no promo discount,5 Mio.,500,Privathaftpflicht: 97.40,selceted SB:500,Glasdeckung:Nein
AXA SMALL,235.80,3,1970,8303,2022-04-07,5,63000,11.30,2000, versichert,Hausrat: 117.20,11.30,no promo discount,5 Mio.,500,Privathaftpflicht: 107.30,selceted SB:500,Glasdeckung:Nein
