Ranking, Prime, Type, Coverage, Date with time, Date, Postcode, Year of birth
No Ranking,No Price,Seat- Arona 1.5,Vollkasko,2022-02-03 17:35:05
No Ranking,No Price,VW- Caddy 1.2,Vollkasko,2022-02-03 17:36:32
No Ranking,No Price,Skoda- Fabia Kombi Modell,Vollkasko,2022-02-03 17:37:42
No Ranking,No Price,Mercedes-Benz- B-Class 242/246 1.6,Teilkasko,2022-02-03 18:47:49
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-03 18:49:00
No Ranking,No Price,BMW- 214 Active Tourer MSport,Teilkasko,2022-02-03 18:50:12
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-03 18:51:25
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-03 18:52:36
No Ranking,No Price,Skoda- Fabia Hatchback 1.2,Teilkasko,2022-02-03 18:53:47
No Ranking,No Price,Mercedes-Benz- B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-03 18:55:01
No Ranking,No Price,Audi- A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-03 18:56:12
No Ranking,No Price,BMW- 216 Active Tourer MSport,Vollkasko,2022-02-03 18:57:24
No Ranking,No Price,Seat- Arona 1.5,Vollkasko,2022-02-03 18:58:37
No Ranking,No Price,VW- Caddy 1.2,Vollkasko,2022-02-03 19:00:02
No Ranking,No Price,Skoda- Fabia Kombi Modell,Vollkasko,2022-02-03 19:01:13
No Ranking,No Price,Mercedes-Benz- B-Class 242/246 1.6,Teilkasko,2022-02-03 22:47:37
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-03 22:48:49
No Ranking,No Price,Mercedes-Benz- B-Class 242/246 1.6,Teilkasko,2022-02-03 22:49:02
No Ranking,No Price,BMW- 214 Active Tourer MSport,Teilkasko,2022-02-03 22:50:01
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-03 22:50:13
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-03 22:51:14
No Ranking,No Price,BMW- 214 Active Tourer MSport,Teilkasko,2022-02-03 22:51:24
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-03 22:52:26
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-03 22:52:37
No Ranking,No Price,Skoda- Fabia Hatchback 1.2,Teilkasko,2022-02-03 22:53:37
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-03 22:53:49
No Ranking,No Price,Mercedes-Benz- B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-03 22:54:51
No Ranking,No Price,Skoda- Fabia Hatchback 1.2,Teilkasko,2022-02-03 22:55:01
No Ranking,No Price,Audi- A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-03 22:56:07
No Ranking,No Price,Mercedes-Benz- B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-03 22:56:15
No Ranking,No Price,BMW- 216 Active Tourer MSport,Vollkasko,2022-02-03 22:57:19
No Ranking,No Price,Audi- A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-03 22:57:27
No Ranking,No Price,Seat- Arona 1.5,Vollkasko,2022-02-03 22:58:36
No Ranking,No Price,BMW- 216 Active Tourer MSport,Vollkasko,2022-02-03 22:58:38
No Ranking,No Price,Seat- Arona 1.5,Vollkasko,2022-02-03 22:59:53
No Ranking,No Price,VW- Caddy 1.2,Vollkasko,2022-02-03 23:00:03
No Ranking,No Price,Skoda- Fabia Kombi Modell,Vollkasko,2022-02-03 23:01:15
No Ranking,No Price,VW- Caddy 1.2,Vollkasko,2022-02-03 23:01:19
No Ranking,No Price,Mercedes-Benz- B-Class 242/246 1.6,Teilkasko,2022-02-03 23:16:15
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-03 23:17:26
No Ranking,No Price,BMW- 214 Active Tourer MSport,Teilkasko,2022-02-03 23:18:36
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-03 23:19:49
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-03 23:21:01
No Ranking,No Price,Skoda- Fabia Hatchback 1.2,Teilkasko,2022-02-03 23:22:11
No Ranking,No Price,Mercedes-Benz- B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-03 23:23:24
No Ranking,No Price,Audi- A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-03 23:24:35
No Ranking,No Price,BMW- 216 Active Tourer MSport,Vollkasko,2022-02-03 23:25:46
No Ranking,No Price,Seat- Arona 1.5,Vollkasko,2022-02-03 23:27:00
No Ranking,No Price,VW- Caddy 1.2,Vollkasko,2022-02-03 23:28:24
No Ranking,No Price,Skoda- Fabia Kombi Modell,Vollkasko,2022-02-03 23:29:35
No Ranking,No Price,Mercedes-Benz- B-Class 242/246 1.6,Teilkasko,2022-02-04 00:03:22
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-04 00:04:34
No Ranking,No Price,Mercedes-Benz- B-Class 242/246 1.6,Teilkasko,2022-02-04 08:11:19
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-04 08:12:30
No Ranking,No Price,BMW- 214 Active Tourer MSport,Teilkasko,2022-02-04 08:13:42
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-04 08:14:55
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-04 08:16:06
No Ranking,No Price,Skoda- Fabia Hatchback 1.2,Teilkasko,2022-02-04 08:17:18
No Ranking,No Price,Mercedes-Benz- B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-04 08:18:31
No Ranking,No Price,Audi- A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-04 08:19:43
No Ranking,No Price,BMW- 216 Active Tourer MSport,Vollkasko,2022-02-04 08:20:54
No Ranking,No Price,Seat- Arona 1.5,Vollkasko,2022-02-04 08:22:08
No Ranking,No Price,VW- Caddy 1.2,Vollkasko,2022-02-04 08:23:33
No Ranking,No Price,Skoda- Fabia Kombi Modell,Vollkasko,2022-02-04 08:24:44
No Ranking,No Price,Mercedes-Benz- B-Class 242/246 1.6,Teilkasko,2022-02-04 12:03:25
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-04 12:04:36
No Ranking,No Price,BMW- 214 Active Tourer MSport,Teilkasko,2022-02-04 12:05:47
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-04 12:07:03
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-04 12:08:14
No Ranking,No Price,Mercedes-Benz- B-Class 242/246 1.6,Teilkasko,2022-02-04 16:03:24
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-04 16:04:37
No Ranking,No Price,BMW- 214 Active Tourer MSport,Teilkasko,2022-02-04 16:05:50
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-04 16:07:05
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-04 16:08:18
No Ranking,No Price,Skoda- Fabia Hatchback 1.2,Teilkasko,2022-02-04 16:09:30
No Ranking,No Price,Mercedes-Benz- B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-04 16:10:44
No Ranking,No Price,Audi- A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-04 16:11:56
No Ranking,No Price,BMW- 216 Active Tourer MSport,Vollkasko,2022-02-04 16:13:09
No Ranking,No Price,Seat- Arona 1.5,Vollkasko,2022-02-04 16:14:25
No Ranking,No Price,VW- Caddy 1.2,Vollkasko,2022-02-04 16:15:54
No Ranking,No Price,Skoda- Fabia Kombi Modell,Vollkasko,2022-02-04 16:17:07
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-04 20:03:27
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-04 20:04:42
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-04 20:05:55
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-04 20:07:10
4,502,VW - Caddy 1.4,Teilkasko,2022-02-04 20:08:22
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-04 20:09:35
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-04 20:10:49
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-04 20:12:02
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-04 20:13:15
7,743,Seat - Arona 1.5,Vollkasko,2022-02-04 20:14:30
8,715,VW - Caddy 1.2,Vollkasko,2022-02-04 20:15:42
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-04 20:16:55
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-05 00:03:24
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-05 00:04:37
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-05 00:05:50
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-05 00:07:05
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-05 00:08:17
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-05 00:09:31
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-05 00:10:45
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-05 00:11:57
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-05 00:13:09
No Ranking,No Price,Seat- Arona 1.5,Vollkasko,2022-02-05 00:14:23
8,715,VW - Caddy 1.2,Vollkasko,2022-02-05 00:15:36
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-05 00:16:48
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-05 04:03:24
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-05 04:04:37
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-05 04:05:50
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-05 04:07:05
4,502,VW - Caddy 1.4,Teilkasko,2022-02-05 04:08:18
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-05 04:09:31
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-05 04:10:45
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-05 04:11:58
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-05 04:13:10
7,743,Seat - Arona 1.5,Vollkasko,2022-02-05 04:14:24
8,715,VW - Caddy 1.2,Vollkasko,2022-02-05 04:15:37
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-05 04:16:50
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-05 08:03:24
No Ranking,No Price,Audi- A3 Benzin 1.4,Teilkasko,2022-02-05 08:04:36
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-05 08:05:50
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-05 08:07:04
4,502,VW - Caddy 1.4,Teilkasko,2022-02-05 08:08:18
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-05 08:09:30
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-05 08:10:45
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-05 08:11:58
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-05 08:13:09
7,743,Seat - Arona 1.5,Vollkasko,2022-02-05 08:14:24
8,715,VW - Caddy 1.2,Vollkasko,2022-02-05 08:15:36
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-05 08:16:49
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-05 12:03:25
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-05 12:04:38
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-05 12:05:51
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-05 12:07:06
4,502,VW - Caddy 1.4,Teilkasko,2022-02-05 12:08:19
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-05 12:09:32
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-05 12:10:51
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-05 12:12:03
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-05 12:13:15
7,743,Seat - Arona 1.5,Vollkasko,2022-02-05 12:14:30
8,715,VW - Caddy 1.2,Vollkasko,2022-02-05 12:15:56
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-05 12:17:09
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-05 16:03:24
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-05 16:04:37
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-05 16:05:50
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-05 16:07:05
4,502,VW - Caddy 1.4,Teilkasko,2022-02-05 16:08:18
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-05 16:09:31
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-05 16:10:46
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-05 16:11:58
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-05 16:13:11
7,743,Seat - Arona 1.5,Vollkasko,2022-02-05 16:14:26
8,715,VW - Caddy 1.2,Vollkasko,2022-02-05 16:15:38
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-05 16:16:51
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-05 20:03:24
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-05 20:04:36
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-05 20:05:49
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-05 20:07:04
4,502,VW - Caddy 1.4,Teilkasko,2022-02-05 20:08:18
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-05 20:09:31
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-05 20:10:46
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-05 20:11:58
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-05 20:13:11
7,743,Seat - Arona 1.5,Vollkasko,2022-02-05 20:14:24
8,715,VW - Caddy 1.2,Vollkasko,2022-02-05 20:15:37
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-05 20:16:50
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-06 00:03:24
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-06 00:04:37
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-06 00:05:49
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-06 00:07:04
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-06 00:08:16
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-06 00:09:31
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-06 00:10:46
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-06 00:11:59
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-06 00:13:10
7,743,Seat - Arona 1.5,Vollkasko,2022-02-06 00:14:25
8,715,VW - Caddy 1.2,Vollkasko,2022-02-06 00:15:37
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-06 00:16:50
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-06 04:03:25
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-06 04:04:38
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-06 04:05:50
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-06 04:07:05
4,502,VW - Caddy 1.4,Teilkasko,2022-02-06 04:08:18
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-06 04:09:30
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-06 04:10:45
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-06 04:11:58
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-06 04:13:10
7,743,Seat - Arona 1.5,Vollkasko,2022-02-06 04:14:25
8,715,VW - Caddy 1.2,Vollkasko,2022-02-06 04:15:38
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-06 04:16:51
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-06 08:03:26
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-06 08:04:38
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-06 08:05:51
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-06 08:07:06
4,502,VW - Caddy 1.4,Teilkasko,2022-02-06 08:08:19
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-06 08:09:33
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-06 08:10:48
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-06 08:12:02
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-06 08:13:14
7,743,Seat - Arona 1.5,Vollkasko,2022-02-06 08:14:30
8,715,VW - Caddy 1.2,Vollkasko,2022-02-06 08:15:42
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-06 08:16:55
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-06 12:03:25
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-06 12:04:37
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-06 12:05:50
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-06 12:07:05
4,502,VW - Caddy 1.4,Teilkasko,2022-02-06 12:08:19
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-06 12:09:31
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-06 12:10:46
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-06 12:11:59
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-06 12:13:11
7,743,Seat - Arona 1.5,Vollkasko,2022-02-06 12:14:27
8,715,VW - Caddy 1.2,Vollkasko,2022-02-06 12:15:41
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-06 12:16:54
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-06 16:03:24
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-06 16:04:37
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-06 16:05:50
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-06 16:07:05
4,502,VW - Caddy 1.4,Teilkasko,2022-02-06 16:08:17
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-06 16:09:30
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-06 16:10:45
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-06 16:11:58
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-06 16:13:11
7,743,Seat - Arona 1.5,Vollkasko,2022-02-06 16:14:26
8,715,VW - Caddy 1.2,Vollkasko,2022-02-06 16:15:39
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-06 16:16:52
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-06 20:16:38
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-06 20:17:51
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-06 20:19:04
6,467,Seat - Ibiza 1.4,Teilkasko,2022-02-06 20:20:19
4,502,VW - Caddy 1.4,Teilkasko,2022-02-06 20:21:32
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-06 20:22:45
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-06 20:24:00
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-06 20:25:13
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-06 20:26:26
7,743,Seat - Arona 1.5,Vollkasko,2022-02-06 20:27:40
8,715,VW - Caddy 1.2,Vollkasko,2022-02-06 20:28:54
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-06 20:30:07
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-07 00:03:25
4,463,Audi - A3 Benzin 1.4,Teilkasko,2022-02-07 00:04:38
5,519,BMW - 214 Active Tourer MSport,Teilkasko,2022-02-07 00:05:50
No Ranking,No Price,Seat- Ibiza 1.4,Teilkasko,2022-02-07 00:07:04
No Ranking,No Price,VW- Caddy 1.4,Teilkasko,2022-02-07 00:08:19
8,433,Skoda - Fabia Hatchback 1.2,Teilkasko,2022-02-07 00:09:34
6,884,Mercedes-Benz - B-Klasse Benzin W247 Modell 2.0,Vollkasko,2022-02-07 00:10:48
3,794,Audi - A3 Cabriolet Benzin 2.0,Vollkasko,2022-02-07 00:12:01
8,905,BMW - 216 Active Tourer MSport,Vollkasko,2022-02-07 00:13:14
7,743,Seat - Arona 1.5,Vollkasko,2022-02-07 00:14:28
8,715,VW - Caddy 1.2,Vollkasko,2022-02-07 00:15:41
5,633,Skoda - Fabia Kombi Modell,Vollkasko,2022-02-07 00:16:54
3,465,Mercedes-Benz - B-Class 242/246 1.6,Teilkasko,2022-02-07 04:03:24
